title,company,location,salary,skills,link,source
Video Editor,Wormos,Work from home,"₹ 2,50,000 - 4,00,000","Adobe After Effects, Adobe Premiere Pro, Capcut, Color Correction, Color Grading, DaVinci Resolve, Final Cut Pro",https://internshala.com/job/detail/remote-video-editor-job-at-wormos1744265859,Internshala
Creative Executive (Design & Video),Webboombaa,Work from home,"₹ 2,50,000 - 4,00,000","Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Graphic Design, Video Editing",https://internshala.com/job/detail/remote-creative-executive-design-video-job-at-webboombaa1744194854,Internshala
Junior Recruiter,Sevenseas,Work from home,"₹ 2,50,000 - 4,00,000",Recruitment,https://internshala.com/job/detail/remote-junior-recruiter-job-at-shivani-kumari1744103266,Internshala
CRM & Research Executive,MStreet Investments,Gurgaon,"₹ 2,50,000 - 4,00,000","Business Development, Client Relationship Management (CRM), Effective Communication, Interpersonal skills, Lead Generation, Management,   ",https://internshala.com/job/detail/fresher-crm-research-executive-job-in-gurgaon-at-mstreet-investments1744014550,Internshala
Revenue Cycle Analyst,Gentell,Noida,"₹ 2,50,000 - 4,00,000","Data Analytics,Cab/Transportation facility,",https://internshala.com/job/detail/fresher-revenue-cycle-analyst-job-in-noida-at-gentell1742381770,Internshala
Business Development Executive,Jewel Casa Private Limited,Mumbai,"₹ 2,50,000 - 3,99,996",Sales,https://internshala.com/job/detail/fresher-business-development-executive-job-in-mumbai-at-jewel-casa-private-limited1744375832,Internshala
Junior Travel & Tourism Specialist,Next On Map,Delhi,"₹ 2,50,000 - 3,90,000","English Proficiency (Spoken), English Proficiency (Written), Holiday Package Design, MS-Excel, Travel Itinerary Making",https://internshala.com/job/detail/fresher-junior-travel-tourism-specialist-job-in-multiple-locations-at-next-on-map1745576453,Internshala
AI & Robotics Trainer,STEMpedia,Ahmedabad,"₹ 2,50,000 - 3,84,000","Google Suite (G Suite), MS-Office, Online Teaching, Python, Robotics, Teaching,",https://internshala.com/job/detail/ai-robotics-trainer-job-in-multiple-locations-at-stempedia1745928708,Internshala
Corporate Sales Associate,Vibgyor International Private Limited,Ahmedabad,"₹ 2,50,000 - 3,80,000","MS-Excel, MS-Office,",https://internshala.com/job/detail/fresher-corporate-sales-associate-job-in-ahmedabad-at-vibgyor-international-private-limited1746078198,Internshala
Academic Application Support Associate,Enmindz Educational Consultancy LLP,Kochi,"₹ 2,50,000 - 3,80,000","MS-Excel, MS-Word",https://internshala.com/job/detail/fresher-academic-application-support-associate-job-in-kochi-at-enmindz-educational-consultancy-llp1745412866,Internshala
Junior Video Editor,Clay Design Strategy,Mumbai,"₹ 2,50,000 - 3,80,000","Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, DaVinci Resolve, Video Editing, Video Making,",https://internshala.com/job/detail/junior-video-editor-job-in-mumbai-at-clay-design-strategy1744181772,Internshala
Business Development Executive,Exzellenz Career Shapers Private Limited,Bangalore,"₹ 2,50,000 - 3,75,000","Effective Communication, English Proficiency (Spoken), Interpersonal skills, Kannada Proficiency (Spoken), Lead Generation, Sales, Tamil Proficiency (Spoken), Telugu Proficiency (Spoken),,",https://internshala.com/job/detail/fresher-business-development-executive-job-in-bangalore-at-exzellenz-career-shapers-private-limited1745299186,Internshala
Junior Merchandise Designer,Intella Sourcing Private Ltd,Gurgaon,"₹ 2,50,000 - 3,75,000","Effective Communication, MS-Excel, Time Management,",https://internshala.com/job/detail/junior-merchandise-designer-job-in-gurgaon-at-intella-sourcing-private-ltd1745403352,Internshala
Junior Recruitment Executive,Menschen Consulting Private Limited,Mira Bhayandar,"₹ 2,50,000 - 3,75,000","English Proficiency (Spoken), MS-Excel, MS-Office, Recruitment, Resume screening",https://internshala.com/job/detail/junior-recruitment-executive-job-in-mira-bhayandar-at-menschen-consulting-private-limited1744192095,Internshala
Customer Service Associate,Gourav Pandey,Work from home,"₹ 2,50,000 - 3,72,000","Customer Support, Effective Communication, English Proficiency (Spoken),   ",https://internshala.com/job/detail/remote-customer-service-associate-job-at-gourav-pandey1745986362,Internshala
Field Sales Executive,Marixn Technologies Pvt Ltd,Bangalore,"₹ 2,50,000 - 3,65,000","English Proficiency (Spoken), Interpersonal skills, Kannada Proficiency (Spoken), Negotiations, Sales, Sales Strategy,",https://internshala.com/job/detail/fresher-field-sales-executive-job-in-bangalore-at-marixn-technologies-pvt-ltd1746279307,Internshala
Event Management Specialist,Cosmos Staffing Solutions,Noida,"₹ 2,50,000 - 3,60,000","English Proficiency (Spoken), English Proficiency (Written), Event Management, MS-Excel, MS-Office, MS-PowerPoint,, Life Insurance",https://internshala.com/job/detail/event-management-specialist-job-in-noida-at-cosmos-staffing-solutions1745831898,Internshala
Sales Executive,Askknatural,Mumbai,"₹ 2,50,000 - 3,60,000","Effective Communication, English Proficiency (Spoken), Sales",https://internshala.com/job/detail/fresher-corporate-sales-executive-job-in-mumbai-at-askknatural1745320909,Internshala
STEM Trainer,STEMplify,Delhi,"₹ 2,50,000 - 3,60,000","Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Word, Teaching",https://internshala.com/job/detail/fresher-stem-trainer-job-in-multiple-locations-at-stemplify1745321205,Internshala
Business Development Executive - Corporate Inside Sales,Business Mint,Hyderabad,"₹ 2,50,000 - 3,60,000","Client Interaction, Client Relationship Management (CRM), Cold Calling, Effective Communication, Email Management, Lead Generation, Sales, Sales Management",https://internshala.com/job/detail/business-development-executive-corporate-inside-sales-job-in-hyderabad-at-business-mint1744870341,Internshala
Sales Executive (Field Sales) (Male),EasyEdulab,Gorakhpur,"₹ 2,50,000 - 3,60,000","Client Relationship Management (CRM), Sales Management, Sales Strategy, Sales Support",https://internshala.com/job/detail/fresher-sales-executive-job-in-multiple-locations-at-easyedulab1744021017,Internshala
Sales Assistant (Digital Marketing),SandyMedia,Work from home,"₹ 2,50,000 - 3,60,000","Digital Marketing, Effective Communication",https://internshala.com/job/detail/remote-sales-assistant-digital-marketing-job-at-sandymedia1746102389,Internshala
Graphic Designer,Brandvertise Agency,Hyderabad,"₹ 2,50,000 - 3,60,000","Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing",https://internshala.com/job/detail/graphic-designer-job-in-hyderabad-at-m-rayhan-sufi1745384584,Internshala
Client Service Executive,CANX Immigration And Consulting Incorporated,Jabalpur,"₹ 2,50,000 - 3,60,000","Collaboration, Coordination, English Proficiency (Spoken), English Proficiency (Written), Microsoft 365, Multitasking, Typing,   ",https://internshala.com/job/detail/client-service-executive-job-in-jabalpur-at-canx-immigration-and-consulting-incorporated1744950794,Internshala
Receptionist,Garekars Md LLP,Delhi,"₹ 2,50,000 - 3,60,000","Client Interaction,   ",https://internshala.com/job/detail/receptionist-job-in-multiple-locations-at-garekars-md-llp1744700261,Internshala
Junior Architect,IPAAC,Bangalore,"₹ 2,50,000 - 3,50,000","Adobe Illustrator, Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Autodesk Revit, MS-Office,",https://internshala.com/job/detail/junior-architect-job-in-bangalore-at-ipaac1746611778,Internshala
Customer Relationship Manager,TopMentor,Pune,"₹ 2,50,000 - 3,50,000","Client Relationship, Effective Communication, English Proficiency (Spoken), Sales,   ",https://internshala.com/job/detail/fresher-customer-relationship-manager-job-in-pune-at-topmentor1746517071,Internshala
B2B Corporate Sales Specialist,MentorBoxx,Bangalore,"₹ 2,50,000 - 3,50,000","Client Interaction, Client Relationship, Effective Communication, Sales",https://internshala.com/job/detail/b2b-corporate-sales-specialist-job-in-bangalore-at-mentorboxx1746515205,Internshala
Architect,Reflex Realty LLP,Mumbai,"₹ 2,50,000 - 3,50,000","Adobe Illustrator, Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Autodesk Revit, MS-Office,   ",https://internshala.com/job/detail/architect-job-in-mumbai-at-reflex-realty-llp1743068936,Internshala
Business Development Executive,Seoage Digital Marketing Pvt Ltd,Delhi,"₹ 2,50,000 - 3,50,000","B2B Sales, Business Development, Client Relationship, Email Marketing, English Proficiency (Spoken), Lead Generation, MS-Excel, Negotiation, Sales, Sales Management,   ",https://internshala.com/job/detail/business-development-executive-job-in-delhi-at-seoage-digital-marketing-pvt-ltd1745987236,Internshala
Coding & Robotics Educator,K12 Techno Service Private Limited (Orchids International School),Bangalore,"₹ 2,50,000 - 3,50,000","Arduino, ESP32, Python",https://internshala.com/job/detail/fresher-coding-robotics-educator-job-in-bangalore-at-k12-techno-service-private-limited-orchids-international-school1746426405,Internshala
Virtual Internship Operations Associate,IIDE Education Private Limited,Mumbai,"₹ 2,50,000 - 3,50,000","Effective Communication, Event Management, Google Workspace, Program Management, Project Management, Team Management",https://internshala.com/job/detail/virtual-internship-operations-associate-job-in-mumbai-at-iide-education-private-limited1744700837,Internshala
Customer Service Specialist,Peore,Gurgaon,"₹ 2,50,000 - 3,50,000","Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Interpersonal skills,   ",https://internshala.com/job/detail/fresher-customer-service-specialist-job-in-gurgaon-at-peore1745914430,Internshala
Administration Executive,Mudita,Mumbai,"₹ 2,50,000 - 3,50,000","Administrative Support, Data entry, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MIS, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Report Generation, Zoom,   ",https://internshala.com/job/detail/administration-executive-job-in-mumbai-at-mudita1743566578,Internshala
Accountant,DocChain.IO,Chennai,"₹ 2,50,000 - 3,50,000","Accounting,",https://internshala.com/job/detail/accountant-job-in-chennai-at-docchainio1744097024,Internshala
Field Sales Manager,Wallstorie,Secunderabad,"₹ 2,50,000 - 3,50,000","English Proficiency (Spoken), Hindi Proficiency (Spoken), Hindi Proficiency (Written), Interior design, MS-Word, Sales Strategy, Telugu Proficiency (Spoken)",https://internshala.com/job/detail/field-sales-manager-job-in-multiple-locations-at-wallstorie1744024174,Internshala
Trip Planner/Travel Consultant,Seventh Sky Tours,Mumbai,"₹ 2,50,000 - 3,50,000","Business Development, Client Relationship, Consulting, Customer Acquisition, Effective Communication, English Proficiency (Spoken), Holiday Package Design, Research and Analytics",https://internshala.com/job/detail/fresher-trip-planner-travel-consultant-job-in-mumbai-at-seventh-sky-tours1744360219,Internshala
Field Sales Executive,Janaki Fresh Chicken (Vimala Feeds),Hyderabad,"₹ 2,50,000 - 3,50,000","Business Development, Interpersonal skills, Sales",https://internshala.com/job/detail/fresher-field-sales-executive-job-in-hyderabad-at-janaki-fresh-chicken-vimala-feeds1744105967,Internshala
Corporate Sales Executive,TEKOR MINERALS PRIVATE LIMITED,Pune,"₹ 2,50,000 - 3,50,000","Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",https://internshala.com/job/detail/corporate-sales-executive-job-in-pune-at-tekor-minerals-private-limited1744704376,Internshala
Education Institute Manager,Digital Factorys,Pimpri-Chinchwad,"₹ 2,50,000 - 3,50,000",Classroom Management,https://internshala.com/job/detail/education-institute-manager-job-in-pimpri-chinchwad-at-digital-factorys1744359091,Internshala
Sales Associate,Growtomation,Gurgaon,"₹ 2,50,000 - 3,50,000","Content Writing, Email Marketing,,",https://internshala.com/job/detail/fresher-sales-associate-job-in-gurgaon-at-growtomation1744344667,Internshala
PHP Developer,Kramah Software India Private Limited,Bangalore,"₹ 2,50,000 - 3,50,000","AJAX, CodeIgniter, HTML, JavaScript, jQuery, Laravel, MySQL, PHP,   ",https://internshala.com/job/detail/fresher-php-developer-job-in-bangalore-at-kramah-software-india-private-limited1746628771,Internshala
Cyber Security Trainer,RedTeam Hacker Academy,Chennai,"₹ 2,50,000 - 3,50,000","Burp Suite, Cybersecurity, Effective Communication, Ethical Hacking, Linux, Networking, Network protocols, Network Security, Nmap, Presentation skills, Teaching, Windows, Wireshark",https://internshala.com/job/detail/fresher-cyber-security-trainer-job-in-multiple-locations-at-redteam-hacker-academy1746612165,Internshala
Business Development Executive,Bizdateup,Mumbai,"₹ 2,50,000 - 3,50,000","English Proficiency (Spoken), Lead Generation, MS-Excel",https://internshala.com/job/detail/business-development-executive-job-in-mumbai-at-bizdateup1746603614,Internshala
Junior Operations Executive,Hello Parent,Work from home,"₹ 2,50,000 - 3,50,000","MS-Excel, MS-Office, MS-Word",https://internshala.com/job/detail/remote-junior-operations-executive-job-at-hello-parent1746598675,Internshala
Senior Telecaller,Pristinex Digital LLP,Gurgaon,"₹ 2,50,000 - 3,50,000","Effective Communication, Sales, Sales Strategy,   ",https://internshala.com/job/detail/senior-telecaller-job-in-gurgaon-at-pristinex-digital-llp1746280713,Internshala
Junior Telecaller,Step In College,Jaipur,"₹ 2,50,000 - 3,50,000","English Proficiency (Written), MS-Excel,   ",https://internshala.com/job/detail/fresher-junior-telecaller-job-in-jaipur-at-step-in-college1746266512,Internshala
Technical Sales Engineer - Electrical / Electronics,Vision Mechatronics Private Limited,Thane,"₹ 2,50,000 - 3,50,000","Effective Communication, Interpersonal skills, Mathematics,",https://internshala.com/job/detail/fresher-technical-sales-engineer-electrical-electronics-job-in-thane-at-vision-mechatronics-private-limited1746267537,Internshala
